X,Y,objectid,id,name,text_,tickets,tickets_info,images,url,place_address,latitude,longitude,place,date_from,date_to,first_image
16.6042209996498,49.1954380002571,1,2926,ART IS HERE: Moderní umění,"Ve druhém patře Pražákova paláce se nachází stálá expozice Moderního umění zaměřená na prezentaci tvůrců české moderny a meziválečné avantgardy (Bohumil Kubišta, Antonín Procházka, Jan Zrzavý, Václav Špála, Josef Čapek, Josef Šíma, Jindřich Štyrský, Toyen atd.). Její nová koncepce doznala oproti dřívější podobě několik změn a rozšíření.
Zastoupení vystavených exponátů je od původního řešení obohaceno o představení okruhu autorů spojených s brněnskou odnoží uměleckého seskupení Devětsil nebo o intervenci německého umělce Clemense von Wedemeyera, která vznikla v rámci doprovodné výstavy k Ceně Jindřicha Chalupeckého 2017.
Intervence Clemense von Wedemeyera představuje subjektivní výběr soch ze sbírek Moravské galerie, které jsou zde prezentovány v autorské konstelaci. Na základě umělcova výzkumu současně vznikla nová videoinstalace pro prostor Atria. Wedemeyer zde vytvořil poetický a přesto politický narativ, v němž iniciuje nečekaná spojení mezi historicky a obsahově nesourodými díly: od značně poničené gotické madony přes archetypální portréty od kanonických českých sochařů, jako je Josef Václav Myslbek či Vincenc Makovský, až po méně známá díla. Busta francouzského generála, který se zapsal do historie Brna, maska hlavního patrona českých zemí či Prométheova hlava se stávají pouhou fyzickou hmotou, rozehranou v rámci nově převyprávěné Vesmírné odysey. Společným jmenovatelem vybraných soch je jakýsi mezistav, jako by ztrácely svoji podobu nebo byly naopak právě tvořeny.
Pokračováním této expozice je částečně zpřístupněný depozit soch v suterénu Pražákova paláce, který umožňuje divákům nahlédnout do zákulisí galerijního provozu. K dalším novinkám patří vyhrazení jedné místnosti pro dílčí výstavy &#8222;prací na papíře&#8220; a jiné krátkodobé projekty, které budou pravidelně oživovat stálou expozici.",,zdarma,https://www.gotobrno.cz/wp-content/uploads/2017/06/prazakuv-palac-e1501361453723.jpg,https://www.gotobrno.cz/akce/art-is-here-moderni-umeni/,"Husova 18, 662 26 Brno",49.195438,16.604221,,2015/12/01 00:00:00+00,2020/12/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/06/prazakuv-palac-e1501361453723.jpg
16.6042209996498,49.1954380002571,2,2923,ART IS HERE: Nové umění,"Nová expozice přináší vybrané kapitoly a příběhy umění po roce 1945. Její osu tvoří umělecká sbírka a archiv Jiřího Valocha &#8211; klíčové osobnosti nejen kulturního Brna. Výstava dokumentuje zásadní projevy nového umění a mapuje jeho lokální předpoklady i mezinárodní přesahy.
Jiří Valoch vytváří centrální uzel umělecké sítě českých a zahraničních autorů, jako byl Dalibor Chatrný, Radek Kratina, Jiří Hynek Kocman, Dick Higgins, Ben Vautier, Heinz Gappmayr, Imre Bak, Dora Maurer a mnozí další. Pozoruhodným dokladem bohatosti vzájemných kontaktů &#8211; uzavřeným hranicím navzdory &#8211; je Neviditelná socha od Josepha Beuyse, kterou Jiřímu Valochovi zaslal formou pohlednice na sklonku roku 1979. I samotný název expozice: ART IS HERE byl převzat z pohlednic, které si Valoch posílal se svými přáteli.
Expozice se rozprostírá v celkem dvanácti místnostech prvního patra Pražákova paláce. Výraznou doménou je sál se skluzavkou. Do síně s dílem Dalibora Chatrného se můžou návštěvníci sklouznout z obnovené stálé expozice moderního umění ve druhém patře. V dalších místnostech se představuje postsurrealistická tvorba, landartové realizace nebo geometrická abstrakce. Samostatná místnost je věnovaná textovým instalacím Jiřího Valocha, které autor umisťoval přímo na stěny galerií. Další ze sálů rekonstruuje přímo situaci v jeho bytě přeplněném uměním. Mezi vystavovanými umělci je také Milan Knížák a jeho postmoderní nábytek nebo koláže z vinylových desek. Prostor dostalo i dílo Mariana Pally. Stěžejní jsou jeho procesuální malby, které jsou vystaveny společně s fotodokumentací jejich vzniku v ateliéru na Kotlářské.
Překvapení v podobě vystaveného tatraplánu čeká návštěvníky na konci expozice. Umělecky upravený tatraplán vznikl v osmdesátých letech pro legendární divadelní hru Ananas v režii J. A. Pitínského.",,zdarma,https://www.gotobrno.cz/wp-content/uploads/2017/06/prazakuv-palac-e1501361453723.jpg,https://www.gotobrno.cz/akce/art-is-here-nove-umeni/,"Husova 18, 662 26 Brno",49.195438,16.604221,,2015/12/01 00:00:00+00,2020/12/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/06/prazakuv-palac-e1501361453723.jpg
16.60883810036,49.193116099747,3,2968,Šifrovací hra: Tajemství Staré radnice,"Hra, ke které je potřeba mít chytrý telefon, provede návštěvníky sedmi stanovišti. Ta jsou rozmístěna nejen po Staré radnici, ale i ve věži, tak, aby si hráči užili i výhled na Brno. Na každém ze stanovišť musí hráč najít kód. Buďto v podobě čísel nebo jako QR symbol, což je kresba, kterou dekóduje chytrý telefon. Po zadání kódu a zvládnutí úkolu se přesune na další stanoviště. Nikdo se nemusí bát, že něco nevyřeší. Úkoly pracují s tím, co hráči v místě najdou. Nutí je vše si prohlédnout, protože právě v předmětech, obrazech, sochách mohou být skryty šifry. Na konci hry získají heslo, které zadají do systému a zjistí, zda hrou prošli správně. Hrou vede příběh.
&nbsp;","Dospělí - 70&nbsp;Kč",v ceně je i vstup na sálů Staré radnice a na věž,"https://www.gotobrno.cz/wp-content/uploads/2017/05/stara-radnice-infocentrum-pod-krokodylem-e1498945693466.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/07/stara-radnice-monika-hlavacova.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/10/vez-stare-radnice_-pohled_tic.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/jan_caga_stara-radnice-turisti-e1498831073811.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/jan_caga_stara-radnice-krokodyl-e1501584742980.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/10/letni-scena_podium.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/07/jan_caga_stara-radnice-kolo-e1498946075708.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/stara-radnice-nadvori-brno.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/stara-radnice-brno-1-e1503665790233.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/radnice-e1498945361824.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/infocentrum-pod-krokodylem-2.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/infocentrum-pod-krokodylem-1.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/07/jan_caga_stara-radnice-e1498946030170.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/05/piřík_Radnice-9-k-e1498945396605.jpg",https://www.gotobrno.cz/akce/sifrovaci-hra-tajemstvi-stare-radnice/,"Radnická 8, Brno-Brno-střed, Česko",49.1931161,16.6088381,,2016/05/05 00:00:00+00,2020/12/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/05/stara-radnice-infocentrum-pod-krokodylem-e1498945693466.jpg
16.608856699978,49.193117700071,4,9878,Šifrovací hra: Tmavomodré dobrodružství,"Týmová, kreativní a plná zážitků. Taková je nová šifrovací hra Tmavomodré dobrodružství, která hráče zavede do rušných brněnských ulic i klidných parků. Je navíc určena i handicapovaným lidem (nevidomým a zrakově postiženým), stírá bariéry a propaguje netradiční formou Tmavomodrý festival.
Tmavomodré dobrodružství je příběh o setkání Báry s Michalem. Kamarádem, který jí otevřel oči tím, že jí ukázal, jak vnímat svět i když má oči zavřené. Je také procházkou Brnem, které neznáte, nebo jste si ho všimli jen okrajově. Brnem v jiné realitě, nikoli virtuální, ale zcela skutečné. Možná té nejskutečnější jaká může být. Milovníci logických úkolů a luštitelé různých šifer mohou do hry vstoupit v Informačním centru v Radnické ulici. Hra, ke které je potřeba mít chytrý telefon, vede týmy šesti stanovišti.
Na každém ze stanovišť musí hráči najít kód, buďto v podobě čísel nebo jako QR symbolu. Po zadání kódu a zvládnutí úkolu se přesunou na další stanoviště. Při řešení šifer, založených převážně na práci s Braillovým písmem, hmatem a sluchem, má výhodu ten tým, v němž je členem alespoň jeden hráč se zrakovým handicapem Hra trvá přibližně dvě hodiny.
Každý tým za vstupní kartu zaplatí 200 korun. Turistické informační centrum města Brna hru realizuje ve spolupráci se společností Cryptomania s.r.o.",,200 Kč za tým,https://www.gotobrno.cz/wp-content/uploads/2017/05/sifrovaci-hra-tmavomodre-dobrodruzstvi.jpg,https://www.gotobrno.cz/akce/sifrovaci-hra-tmavomodre-dobrodruzstvi/,"radnická 8, brno",49.1931177,16.6088567,,2017/08/28 00:00:00+00,2020/12/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/05/sifrovaci-hra-tmavomodre-dobrodruzstvi.jpg
16.6225834003888,49.1996800997494,5,35423,KÁZNICE ŽIJE,,,,"https://www.gotobrno.cz/wp-content/uploads/2019/09/dsc0375.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/dsc0158.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/42495002_237030646968041_356458396959899648_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/48064361_262983601039412_3840403951849570304_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/51641799_285634512107654_1511591689465102336_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/16-ghettofest-2018.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/39522142_224592518211854_884757967281324032_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/41558911_233045204033252_7044758019216769024_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/42562172_237031980301241_7895798818187247616_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/48921897_269051050432667_2569751904691159040_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/48972862_269050373766068_7408783023270789120_o.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/09/dsc0090.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/10/kaznice-2.jpg",https://www.gotobrno.cz/akce/kaznice-zije/,"Bratislavská 68, Zábrdovice, Brno, Česko",49.1996801,16.6225834,,2018/06/01 00:00:00+00,2020/12/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2019/09/dsc0375.jpg
16.6233804000819,49.2005854998787,6,56354,Lavutara: Cestami romských muzikantů a jejich písní,"Od šlechtických dvorů, venkovských muzik, městských kaváren až po prestižní světová pódia jsou Romové světu známí jako hudebníci, neboli lavutara. Hudba Romů je akademická i neškolená, oficiální i spontánní, zpívaná i instrumentální, domácí i virtuózní, ale přes fascinující rozmanitost jejích podob, žánrů a druhů pro ni zůstává již po staletí charakteristické, jak nezastupitelně a neodlučitelně provází běžný i sváteční život. Romové skrze hudbu poznávají svět a svět skrze hudbu poznává Romy. Výstavní projekt vznikal ve spolupráci s desítkami hudebníků, organizátorů hudebního života, výrobců a opravářů hudebních nástrojů a dalších pamětníků. Představí hudbu Romů jako živou kulturu z perspektivy jejích aktérů na základě lokálního výzkumu sledujícího několik významných hudebních rodin v Brně v období od poválečných let do současnosti, ve kterých se předává hudební řemeslo z generace na generaci. Součástí výstavy bude bohatý doprovodný program sestávající z koncertní série Hudební léto v Muzeu romské kultury, komentovaných prohlídek a workshopů.",Zdarma - ,,"https://www.gotobrno.cz/wp-content/uploads/2017/06/muzeum-romske-kultury-3.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/rommuz2.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/muzeum-romske-kultury-1.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/rommuz.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/rommuz3.jpg",https://www.gotobrno.cz/akce/lavutara-cestami-romskych-muzikantu-a-jejich-pisni/,"Bratislavská 246/67, Zábrdovice, Brno, Česko",49.2005855,16.6233804,,2019/05/08 00:00:00+00,2021/02/14 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/06/muzeum-romske-kultury-3.jpg
16.6042211002611,49.195438199848,7,58205,Výstava Josef Hoffmann – Otto Prutscher,"Rakouský designér a architekt, ale také důležitá osobnost secesního vídeňského hnutí Wiener Sezession v čele s Gustavem Klimtem a jeden z kmenových designérů Wiener Werkstätte – to byl Otto Prutscher.
Patřil k žákům a později také nejbližším spolupracovníkům Josefa Hoffmanna. Výstava v rodném domě Josefa Hoffmana v Brtnici poukazuje na provázanost mezi těmito dvěma osobnostmi.VÍCE O VÝSTAVĚ NA http://bit.ly/ottoprutscher
► Kromě vernisáže výstavy Josef Hoffmann – Otto Prutscher vás čeká v areálu Rodného domu Josefa Hoffmanna i několik dalších novinek a dětské artcampy.
Výstava je realizovaná pod záštitou hejtmana Kraje Vysočina MUDr. Jiřího Běhounka.",,,https://www.gotobrno.cz/wp-content/uploads/2019/05/u020870_soubor_hq_2016-02.jpg,https://www.gotobrno.cz/akce/vystava-josef-hoffmann-otto-prutscher/,"Husova 18, Brno-město, Brno, Česko",49.1954382,16.6042211,,2019/07/01 00:00:00+00,2021/03/31 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2019/05/u020870_soubor_hq_2016-02.jpg
16.6131469450788,49.1945529197099,8,61662,"BrainFAQ Brno &#8211; únikové hry","V únikových hrách BrainFAQ se stanete součástí silného příběhu, který vás vtáhne.
Pokud očekáváte jen hledání kódů a otevírání zámků, jste na omylu. Při pohledu na technické vychytávky našich místností vám bude zůstávat rozum stát.
Úniková hra Dědictví &#8211; Ocitáte se v domě, ve kterém před válkou žil váš dědeček Cyril. Dědeček byl šibal a vášnivý hádankář a tak po jeho smrti vznikla nelehká, ale o to větší honba za dědictvím. Dědeček ti prozradil, že důležité je najít závěť. Už víš, kde závěť hledat, to už však ví i tvoje šílená teta, která už nasedá nedaleko Brna do vlaku. Stihne tvůj tým závěť najít a utéct dřív, než teta dorazí do města?
Úniková hra Kukaččí hnízdo &#8211; Místní psychiatrická léčebna byla vždycky podivné místo. Když z ní ale začali mizet pacienti, celé Brno pojalo podezření. Jediný způsob, jak získat informace z útrob léčebny, je nechat se hospitalizovat. Nedej na sobě nic znát, infiltruj se se svým týmem mezi hospitalizované a odhalte tajemství doktora Krugera!
Úniková hra Labyrint &#8211; Brno posledních pár týdnů žije ve strachu. Brutální sériový vrah totiž v okolí vraždí nevinné lidi a následně je aranžuje do podivných pozic do kostelů. Nikdo zatím nepřišel na to, jak si vrah oběti ke svým rituálním činům vybírá. Kriminalisté potřebují nutně posily. Zatímco oni budou pátrat po vrahovi, úkolem vašeho nového detektivního týmu bude přijít na to, kdo by mohl být další obětí, včas ji varovat a uchránit tak před jistou smrtí.","Mládež (6-15 let) - ,Studenti - ,Dospělí - ,Senioři - ",Více možností vstupného,https://www.gotobrno.cz/wp-content/uploads/2019/08/labyrint-6.jpg,https://www.gotobrno.cz/akce/brainfaq-brno-unikove-hry/,"Orlí 542/27, 602 00 Brno - střed",49.19455292,16.61314695,,2019/08/01 00:00:00+00,2020/09/30 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2019/08/labyrint-6.jpg
16.5814431996264,49.2281573999462,9,68919,V těžkých dobách: Boje o hranice 1918–1919,"Výstava představí historické události Československa v letech 1818–1919, kdy byl nově vzniklý stát nucen použít vojenské síly k upevnění svojí suverenity a především státní hranice.
V letošním roce uplyne 100 let od doby, kdy vojáci vracející se z bojišť první světové války byli nasazeni na bojiště válečného konfliktu, který je dnes téměř zapomenutý.
Je třeba připomenout tvrdé boje a jejich oběti na Těšínsku a Slovensku, které byly zapotřebí pro vznik nového samostatného státu. Průběh těchto operací, množství nasazených armádních jednotek, jejich rozmístění a rozdělení – to vše bude předmětem nové výstavy. Návštěvnící se seznámí s výstrojí a výzbrojí Československé armády od prvotních úprav rakousko-uherského stejnokroje až po zavedení prvního československého výstrojního předpisu a také s příběhy a osudy konkrétních vojáků, kteří se těchto událostí zúčastnili.","Dospělí - 130&nbsp;Kč,Mládež (6-15 let) - 70&nbsp;Kč,ZTP a ZTP/P - 70&nbsp;Kč",Vstupné zahrnuje prohlídku celého muzea.,"https://www.gotobrno.cz/wp-content/uploads/2019/11/dsc_9241.jpg,https://www.gotobrno.cz/wp-content/uploads/2019/10/v-tezkych-dobach.jpg",https://www.gotobrno.cz/akce/v-tezkych-dobach-boje-o-hranice-1918-1919/,"Purkyňova 2950/105, Brno-Brno-Královo Pole, Česko",49.2281574,16.5814432,,2019/10/30 00:00:00+00,2020/09/27 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2019/11/dsc_9241.jpg
16.5814431996264,49.2281573999462,10,71321,Retrogaming,"Počátky osobních počítačů u nás
Stálou expozici TMB Výpočetní technika rozšiřuje od 30. 10. 2019 výstava krátkodobějšího charakteru s názvem Retrogaming – Počátky osobních počítačů u nás. Její základ tvoří putovní výstava z Regionálního muzea v Litomyšli. Ta zachycuje historii výpočetní techniky od počátků do poloviny 90. let minulého století se zaměřením na počítačové hry, domácí počítače a konzole z 80. a počátku 90. let minulého století, a to nejen české výroby.
Nedílnou součástí výstavy je tzv. „pařanské doupě“, tedy herna s historickými počítači (např. Sinclair ZX Spectrum +2 z roku 1986, ATARI STE z roku 1989), s herním automatem i s moderními PC s emulátory se stovkami her. Dříve narození tak budou moci těm mladším představit velké herní hity té doby, jako např. Pac-Man, Space Invaders, Prince of Persia, Canon Fodder, Doom či Street Fighter II. Řada z nich si do dnešní doby zachovala hratelnost, takže i ti mladší či nejmladší, zvyklí na dokonalou grafiku a zvuk, si budou moci s chutí zahrát (např. Dyna Blaster, Lemmings, Vroom). A, samozřejmě, i dívky si přijdou na své. Aby byla nabídka co nejúplnější, k vidění budou i dobové herní časopisy s prvními informacemi o počítačích (např. Excalibur, Level, Score, Chip), problematika pirátství a další.
Technické muzeum v Brně k této výstavě přidalo např. simulátory letectví a automobilu, dobové dioráma (ve spolupráci s Fondem RETRO USE).
Z nultého podlaží, kde má TMB umístěnou stálou expozici, jež prezentuje historický vývoj počítačové techniky od jednoduchých početních pomůcek (např. abakus), přes klávesový sčítací stroj a analogové počítače, po samočinné počítače až třetí generace, si budou moci návštěvníci přejít do třetího patra, kde najdou další zajímavosti z počítačové oblasti.
&nbsp;
&nbsp;",,,"https://www.gotobrno.cz/wp-content/uploads/2017/06/expozice-pohled-do-muzea-e1499199489988.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/technicke-muz-brno-e1503666380506.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/tmb_budova-e1503666409571.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/tmb-panorama.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/tmb-ulicka-remesel.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/tmb-budova-v-noci-e1499199459686.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/vodni-mlyn-ve-slupi-foto-e-rezacova-tmb.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/vetrny_mlyn_v_kuzelove_01-foto-e-rezacova-tmb.jpg,https://www.gotobrno.cz/wp-content/uploads/2017/06/areal-cs-opevneni-pamatka-tmb.jpg",https://www.gotobrno.cz/akce/retrogaming/,"Purkyňova 2950/105, Brno-Brno-Královo Pole, Česko",49.2281574,16.5814432,,2019/10/30 00:00:00+00,2020/09/27 00:00:00+00,https://www.gotobrno.cz/wp-content/uploads/2017/06/expozice-pohled-do-muzea-e1499199489988.jpg
